PassengerID,DepartureDateID,AirportID,PilotID,FlightStatusID
5334,196,4040,5333,3
5335,267,4041,5334,1
5336,300,1529,5335,2
5337,269,4042,5336,1
5338,18,4043,5337,1
5339,317,3489,5338,3
5340,104,4044,5339,1
5341,4,4045,5340,1
5342,115,3771,5341,1
5343,352,4046,5342,3
5344,18,3060,5343,2
5345,136,4047,5344,2
5346,140,4048,5345,2
5347,260,3479,5346,1
5348,97,1337,5347,2
5349,172,17,5348,1
5350,283,4049,5349,3
5351,174,4050,5350,1
5352,115,1737,5351,2
5353,223,350,5352,1
5354,334,4051,5353,1
5355,168,3807,5354,3
5356,25,4052,5355,2
5357,248,4053,5356,1
5358,36,4054,5357,3
5359,306,4055,5358,3
5360,219,4056,5359,1
5361,150,4057,5360,3
5362,163,947,5361,2
5363,344,4058,5362,2
5364,198,4059,5363,2
5365,192,4060,5364,3
5366,276,73,5365,2
5367,97,4061,5366,1
5368,340,4062,5367,1
5369,213,2330,5368,2
5370,329,4063,5369,2
5371,173,4064,5370,2
5372,59,4065,5371,1
5373,283,640,5372,2
5374,334,4066,5373,1
5375,284,4067,5374,3
5376,37,4068,5375,1
5377,161,1360,5376,1
5378,223,4069,5377,1
5379,188,4070,5378,2
5380,127,4071,5379,1
5381,74,4072,5380,1
5382,59,2227,5381,3
5383,36,4073,5382,3
5384,230,3683,5383,3
5385,86,3940,5384,1
5386,198,4074,5385,1
5387,116,4075,5386,3
5388,157,3355,5387,3
5389,135,4076,5388,1
5390,233,1992,5389,1
5391,23,4077,5390,1
5392,245,4078,5391,1
5393,215,4079,5392,2
5394,198,4080,5393,3
5395,281,4081,5394,2
5396,27,4054,5395,1
5397,333,2837,5396,2
5398,261,4082,5397,3
5399,218,4053,5398,2
5400,130,4083,5399,1
5401,282,4084,5400,2
5402,85,4085,5401,1
5403,187,3713,5402,2
5404,101,4086,5403,2
5405,186,4087,5404,1
5406,263,3980,5405,1
5407,232,938,5406,3
5408,245,4088,5407,3
5409,195,4089,5408,1
5410,60,4090,5409,1
5411,267,2405,5410,3
5412,101,4091,5411,1
5413,91,741,5412,3
5414,69,4092,5413,1
5415,2,4093,5414,1
5416,135,2458,5415,1
5417,221,2260,5416,2
5418,12,3934,5417,3
5419,132,4094,5418,3
5420,166,354,5419,3
5421,102,1632,5420,2
5422,116,4095,5421,1
5423,10,4096,5422,1
5424,20,4097,5423,3
5425,241,4098,5424,3
5426,262,4099,5425,2
5427,115,4100,5426,2
5428,62,4101,5427,2
5429,225,4102,5428,3
5430,159,3353,5429,1
5431,291,4103,5430,2
5432,323,4104,5431,3
5433,46,4105,5432,3
5434,50,4106,5433,1
5435,233,4107,5434,2
5436,258,4108,5435,3
5437,289,1572,5436,3
5438,357,4109,5437,1
5439,251,4110,5438,1
5440,235,4111,5439,1
5441,33,1638,5440,1
5442,186,4112,5441,3
5443,348,3654,5442,1
5444,109,4113,5443,1
5445,53,3911,5444,2
5446,167,4114,5445,1
5447,236,4115,5446,1
5448,356,2969,5447,2
5449,122,973,5448,3
5450,59,4116,5449,2
5451,21,3780,5450,2
5452,217,4031,5451,2
5453,264,4117,5452,1
5454,355,3952,5453,2
5455,132,281,5454,2
5456,166,4118,5455,3
5457,136,645,5456,3
5458,37,4119,5457,3
5459,39,4120,5458,1
5460,141,4121,5459,2
5461,75,4122,5460,1
5462,346,2040,5461,1
5463,48,4123,5462,1
5464,39,4124,5463,2
5465,237,4003,5464,3
5466,35,1730,5465,2
5467,309,2227,5466,1
5468,25,518,5467,3
5469,281,2698,5468,1
5470,259,4125,5469,2
5471,211,4126,5470,1
5472,175,641,5471,3
5473,216,4127,5472,3
5474,357,4128,5473,1
5475,70,2121,5474,1
5476,205,4129,5475,1
5477,203,4130,5476,1
5478,82,4131,5477,3
5479,317,4132,5478,3
5480,223,4133,5479,1
5481,328,4134,5480,2
5482,52,4135,5481,1
5483,97,4136,5482,2
5484,346,1080,5483,3
5485,49,273,5484,1
5486,167,4137,5485,1
5487,320,200,5486,2
5488,296,2404,5487,3
5489,324,3183,5488,2
5490,194,2702,5489,2
5491,166,34,5490,3
5492,189,4138,5491,2
5493,184,598,5492,2
5494,312,2922,5493,2
5495,125,90,5494,1
5496,306,2016,5495,1
5497,124,1622,5496,2
5498,94,4139,5497,2
5499,263,4140,5498,3
5500,275,1293,5499,2
5501,108,4141,5500,1
5502,8,2051,5501,1
5503,341,4142,5502,1
5504,40,2071,5503,3
5505,26,1488,5504,2
5506,34,4143,5505,3
5507,349,4144,5506,1
5508,298,846,5507,1
5509,362,3893,5508,2
5510,286,3562,5509,1
5511,42,2778,5510,3
5512,143,2145,5511,2
5513,319,4145,5512,2
5514,338,450,5513,2
5515,225,1232,5514,3
5516,67,4146,5515,1
5517,341,73,5516,1
5518,139,4148,5517,3
5519,268,4149,5518,1
5520,33,4150,5519,2
5521,95,4151,5520,1
5522,336,3024,5521,2
5523,308,4152,5522,2
5524,220,4153,5523,1
5525,356,4154,5524,3
5526,333,4094,5525,1
5527,283,4155,5526,1
5528,73,4156,5527,3
5529,331,1348,5528,2
5530,72,4157,5529,1
5531,273,4158,5530,1
5532,342,4159,5531,2
5533,290,4160,5532,3
5534,159,464,5533,3
5535,95,2081,5534,3
5536,252,1514,5535,1
5537,288,416,5536,2
5538,174,4161,5537,1
5539,350,3363,5538,1
5540,93,4162,5539,3
5541,347,1840,5540,1
5542,71,1203,5541,3
5543,138,4163,5542,1
5544,48,4164,5543,3
5545,220,4165,5544,3
5546,140,4166,5545,3
5547,135,4167,5546,1
5548,272,472,5547,1
5549,229,4168,5548,1
5550,356,2777,5549,2
5551,124,2817,5550,3
5552,241,4169,5551,3
5553,203,4170,5552,1
5554,14,977,5553,1
5555,77,4171,5554,3
5556,221,671,5555,3
5557,131,4172,5556,1
5558,55,4173,5557,1
5559,20,1569,5558,3
5560,56,3818,5559,3
5561,357,2792,5560,3
5562,51,1821,5561,2
5563,255,67,5562,1
5564,229,839,5563,3
5565,138,4174,5564,2
5566,274,4175,5565,2
5567,244,992,5566,3
5568,285,4176,5567,1
5569,176,4177,5568,1
5570,204,4178,5569,2
5571,181,2909,5570,1
5572,322,1745,5571,3
5573,333,4179,5572,3
5574,55,4180,5573,3
5575,223,963,5574,1
5576,88,4181,5575,1
5577,164,2561,5576,3
5578,159,4047,5577,1
5579,215,2142,5578,2
5580,180,1691,5579,3
5581,281,4182,5580,1
5582,186,4027,5581,1
5583,111,3433,5582,3
5584,108,2743,5583,1
5585,67,4183,5584,3
5586,161,4184,5585,3
5587,284,4185,5586,1
5588,207,4186,5587,2
5589,86,207,5588,2
5590,66,4187,5589,3
5591,309,4188,5590,1
5592,143,4189,5591,3
5593,182,4190,5592,3
5594,228,226,5593,1
5595,39,4191,5594,3
5596,320,1540,5595,2
5597,321,4192,5596,2
5598,345,1234,5597,3
5599,173,4193,5598,2
5600,1,711,5599,3
5601,159,4117,5600,3
5602,140,4194,5601,1
5603,116,73,5602,3
5604,309,4196,5603,2
5605,105,4197,5604,2
5606,147,4198,5605,1
5607,308,4199,5606,1
5608,255,409,5607,2
5609,102,2619,5608,2
5610,15,2699,5609,2
5611,80,4200,5610,3
5612,76,4201,5611,2
5613,318,3795,5612,1
5614,186,4202,5613,1
5615,237,2201,5614,1
5616,122,4203,5615,1
5617,107,4204,5616,1
5618,230,4205,5617,3
5619,276,4206,5618,2
5620,230,4207,5619,1
5621,223,3937,5620,1
5622,98,4208,5621,1
5623,315,4209,5622,3
5624,82,1624,5623,1
5625,177,4210,5624,3
5626,266,4211,5625,3
5627,318,4212,5626,2
5628,6,668,5627,1
5629,128,1520,5628,1
5630,302,4213,5629,3
5631,8,492,5630,2
5632,147,1351,5631,3
5633,54,4214,5632,1
5634,71,3864,5633,1
5635,84,4215,5634,2
5636,312,1075,5635,1
5637,90,817,5636,1
5638,177,3951,5637,2
5639,345,3662,5638,1
5640,265,4216,5639,3
5641,242,2573,5640,1
5642,274,121,5641,1
5643,260,4217,5642,2
5644,44,4218,5643,2
5645,268,1913,5644,2
5646,3,1078,5645,3
5647,27,2650,5646,1
5648,145,4219,5647,3
5649,72,517,5648,3
5650,251,4220,5649,1
5651,31,4221,5650,2
5652,217,2905,5651,2
5653,309,4222,5652,3
5654,37,2627,5653,1
5655,109,4223,5654,1
5656,330,4224,5655,3
5657,179,1990,5656,2
5658,197,4225,5657,3
5659,309,1423,5658,2
5660,284,4226,5659,1
5661,341,4227,5660,1
5662,189,4228,5661,2
5663,146,4229,5662,3
5664,14,2162,5663,3
5665,333,4230,5664,3
5666,245,3757,5665,2
5667,113,4231,5666,3
5668,152,334,5667,2
5669,132,3372,5668,2
5670,117,4232,5669,2
5671,275,3771,5670,1
5672,321,4161,5671,2
5673,204,4233,5672,3
5674,92,4234,5673,3
5675,244,4235,5674,3
5676,292,4236,5675,1
5677,144,2971,5676,3
5678,10,4237,5677,3
5679,163,4238,5678,3
5680,194,4239,5679,1
5681,328,3066,5680,2
5682,38,1092,5681,1
5683,28,3716,5682,1
5684,288,4240,5683,1
5685,1,4241,5684,1
5686,86,4242,5685,1
5687,355,1932,5686,1
5688,283,1985,5687,3
5689,107,129,5688,3
5690,217,4243,5689,3
5691,1,3747,5690,3
5692,243,4244,5691,3
5693,240,1181,5692,1
5694,206,215,5693,1
5695,310,4245,5694,1
5696,191,4246,5695,3
5697,240,4247,5696,1
5698,203,3182,5697,1
5699,203,4248,5698,2
5700,118,1827,5699,2
5701,248,2033,5700,3
5702,151,4249,5701,3
5703,344,4250,5702,3
5704,251,4251,5703,1
5705,220,1414,5704,2
5706,264,389,5705,3
5707,73,4252,5706,2
5708,124,4253,5707,2
5709,189,4254,5708,1
5710,28,3081,5709,2
5711,272,4255,5710,3
5712,89,4256,5711,2
5713,14,4257,5712,1
5714,68,4258,5713,3
5715,172,2330,5714,2
5716,197,3027,5715,3
5717,257,953,5716,3
5718,196,73,5717,1
5719,218,4260,5718,2
5720,245,4261,5719,1
5721,286,318,5720,1
5722,8,520,5721,2
5723,343,4136,5722,1
5724,107,3129,5723,2
5725,250,2569,5724,1
5726,171,2067,5725,2
5727,180,4262,5726,3
5728,351,148,5727,1
5729,150,1298,5728,2
5730,218,2910,5729,1
5731,80,4264,5730,1
5732,53,1256,5731,1
5733,88,1711,5732,2
5734,103,4265,5733,2
5735,158,2816,5734,1
5736,225,1379,5735,3
5737,247,4266,5736,3
5738,23,1079,5737,2
5739,148,4267,5738,2
5740,258,3986,5739,1
5741,171,4268,5740,2
5742,95,1316,5741,1
5743,330,4269,5742,3
5744,28,2907,5743,3
5745,192,4270,5744,2
5746,326,4271,5745,3
5747,107,4272,5746,3
5748,313,4273,5747,2
5749,91,831,5748,3
5750,352,1361,5749,1
5751,129,3969,5750,2
5752,264,4274,5751,3
5753,266,4275,5752,2
5754,251,997,5753,1
5755,34,4276,5754,1
5756,174,3651,5755,3
5757,31,4277,5756,3
5758,171,4264,5757,1
5759,328,4278,5758,3
5760,153,4279,5759,3
5761,84,1626,5760,3
5762,292,4280,5761,3
5763,337,3185,5762,1
5764,141,4281,5763,3
5765,31,3308,5764,1
5766,292,4282,5765,2
5767,30,4283,5766,3
5768,58,4284,5767,2
5769,206,4285,5768,1
5770,189,4286,5769,2
5771,106,4270,5770,2
5772,162,4287,5771,3
5773,219,3089,5772,2
5774,222,1954,5773,3
5775,355,2510,5774,2
5776,327,1116,5775,3
5777,2,4288,5776,3
5778,153,2304,5777,2
5779,300,4289,5778,3
5780,125,4290,5779,1
5781,6,533,5780,3
5782,316,290,5781,1
5783,270,4291,5782,3
5784,332,2986,5783,2
5785,73,1956,5784,2
5786,255,4292,5785,2
5787,249,1456,5786,2
5788,182,4181,5787,1
5789,172,4293,5788,3
5790,296,285,5789,2
5791,20,4294,5790,2
5792,18,139,5791,1
5793,88,4295,5792,1
5794,134,4296,5793,1
5795,330,4297,5794,1
5796,73,4077,5795,2
5797,156,4298,5796,3
5798,136,4299,5797,3
5799,347,1658,5798,3
5800,173,4300,5799,3
5801,285,4301,5800,2
5802,171,745,5801,3
5803,183,2447,5802,3
5804,200,950,5803,1
5805,292,107,5804,3
5806,235,2050,5805,3
5807,128,4302,5806,1
5808,336,2390,5807,1
5809,235,4176,5808,1
5810,87,72,5809,1
5811,284,220,5810,2
5812,113,1291,5811,1
5813,149,901,5812,1
5814,161,3241,5813,1
5815,347,4303,5814,1
5816,231,37,5815,2
5817,227,4304,5816,3
5818,180,4305,5817,1
5819,113,4306,5818,3
5820,253,1331,5819,2
5821,306,4307,5820,2
5822,1,819,5821,1
5823,227,4308,5822,2
5824,330,4309,5823,2
5825,117,4310,5824,1
5826,336,3285,5825,3
5827,96,4311,5826,2
5828,44,3798,5827,2
5829,62,4312,5828,1
5830,261,894,5829,3
5831,303,4313,5830,1
5832,118,4314,5831,1
5833,170,4315,5832,1
5834,276,4316,5833,1
5835,312,4317,5834,2
5836,64,4318,5835,3
5837,56,4319,5836,3
5838,108,4320,5837,3
5839,16,4321,5838,2
5840,52,4322,5839,2
5841,114,243,5840,3
5842,28,1667,5841,3
5843,199,1273,5842,1
5844,153,4323,5843,3
5845,309,4324,5844,3
5846,261,3446,5845,3
5847,335,4325,5846,1
5848,246,4326,5847,3
5849,195,4327,5848,2
5850,301,3109,5849,2
5851,49,3622,5850,2
5852,188,409,5851,1
5853,237,4328,5852,1
5854,203,736,5853,3
5855,126,2789,5854,2
5856,85,4329,5855,1
5857,256,4330,5856,2
5858,76,4331,5857,1
5859,31,4332,5858,3
5860,151,4333,5859,1
5861,13,4334,5860,3
5862,23,4335,5861,3
5863,228,4336,5862,1
5864,315,2862,5863,3
5865,5,4337,5864,2
5866,112,4338,5865,1
5867,19,4325,5866,1
5868,290,73,5867,1
5869,297,4339,5868,1
5870,293,640,5869,1
5871,198,4340,5870,3
5872,332,3486,5871,2
5873,354,4341,5872,2
5874,30,1209,5873,1
5875,78,4342,5874,2
5876,225,2729,5875,3
5877,284,283,5876,3
5878,163,4008,5877,2
5879,321,62,5878,1
5880,351,1231,5879,2
5881,142,4343,5880,2
5882,11,4344,5881,3
5883,251,4345,5882,1
5884,184,2490,5883,3
5885,325,4346,5884,2
5886,348,4347,5885,2
5887,93,114,5886,2
5888,83,3711,5887,2
5889,42,4348,5888,3
5890,87,4349,5889,2
5891,82,1766,5890,2
5892,215,4350,5891,1
5893,343,4351,5892,3
5894,346,4352,5893,3
5895,223,4353,5894,2
5896,107,4354,5895,2
5897,263,70,5896,1
5898,240,1523,5897,1
5899,81,4355,5898,1
5900,156,1225,5899,2
5901,1,4356,5900,2
5902,99,4357,5901,2
5903,315,578,5902,2
5904,180,4358,5903,2
5905,157,4359,5904,3
5906,112,3233,5905,2
5907,283,1146,5906,1
5908,64,4360,5907,1
5909,211,4361,5908,1
5910,30,187,5909,1
5911,221,1638,5910,2
5912,218,4362,5911,1
5913,137,490,5912,3
5914,270,4076,5913,1
5915,219,4363,5914,2
5916,230,2072,5915,3
5917,326,73,5916,3
5918,194,3107,5917,3
5919,217,4364,5918,1
5920,65,4365,5919,3
5921,34,3815,5920,3
5922,113,2121,5921,3
5923,219,1434,5922,3
5924,338,1575,5923,1
5925,283,4366,5924,2
5926,168,2768,5925,3
5927,201,4320,5926,1
5928,291,4367,5927,2
5929,96,4326,5928,2
5930,340,2702,5929,2
5931,144,3778,5930,2
5932,98,4368,5931,3
5933,123,4369,5932,2
5934,4,141,5933,1
5935,166,4370,5934,2
5936,258,4371,5935,1
5937,324,683,5936,3
5938,168,4372,5937,3
5939,270,4373,5938,3
5940,75,4374,5939,1
5941,141,198,5940,2
5942,294,4375,5941,3
5943,92,4376,5942,3
5944,33,983,5943,2
5945,106,73,5944,3
5946,179,4378,5945,1
5947,153,4379,5946,2
5948,337,4380,5947,3
5949,330,4381,5948,3
5950,280,4083,5949,1
5951,91,4382,5950,3
5952,71,12,5951,1
5953,172,4383,5952,2
5954,246,4384,5953,2
5955,29,4385,5954,2
5956,95,3649,5955,3
5957,194,789,5956,3
5958,29,4386,5957,3
5959,315,4277,5958,2
5960,33,4387,5959,3
5961,304,1095,5960,3
5962,155,2250,5961,1
5963,351,4388,5962,3
5964,285,1168,5963,2
5965,337,3148,5964,2
5966,329,4389,5965,2
5967,63,4390,5966,2
5968,175,1798,5967,3
5969,111,4391,5968,2
5970,43,3960,5969,1
5971,164,4392,5970,2
5972,17,73,5971,3
5973,65,4394,5972,1
5974,342,4395,5973,2
5975,328,1430,5974,1
5976,120,625,5975,1
5977,190,4396,5976,3
5978,150,4397,5977,3
5979,122,3283,5978,1
5980,51,2004,5979,1
5981,265,3672,5980,1
5982,213,450,5981,1
5983,4,4398,5982,1
5984,187,1499,5983,1
5985,112,4399,5984,2
5986,154,1501,5985,3
5987,280,2545,5986,2
5988,328,4400,5987,1
5989,233,2365,5988,2
5990,349,4401,5989,3
5991,237,4190,5990,3
5992,319,4402,5991,1
5993,30,4403,5992,2
5994,70,3225,5993,1
5995,216,2223,5994,1
5996,289,4404,5995,2
5997,147,1391,5996,2
5998,18,4405,5997,1
5999,262,4406,5998,3
6000,132,4407,5999,2
6001,73,619,6000,3
6002,165,3414,6001,2
6003,285,2196,6002,3
6004,224,2842,6003,1
6005,149,4408,6004,2
6006,307,4409,6005,3
6007,324,4410,6006,1
6008,110,4411,6007,1
6009,248,4412,6008,2
6010,295,4007,6009,2
6011,174,116,6010,1
6012,22,4413,6011,1
6013,237,4414,6012,1
6014,50,2513,6013,1
6015,194,4415,6014,2
6016,106,4416,6015,3
6017,325,4417,6016,3
6018,311,4418,6017,1
6019,306,4419,6018,1
6020,64,4420,6019,2
6021,333,2464,6020,2
6022,358,4421,6021,3
6023,303,4422,6022,2
6024,341,3047,6023,3
6025,345,4423,6024,3
6026,338,4424,6025,1
6027,291,4189,6026,2
6028,350,4425,6027,1
6029,138,4426,6028,3
6030,10,4427,6029,1
6031,125,3285,6030,2
6032,207,1003,6031,3
6033,208,4428,6032,2
6034,337,4037,6033,2
6035,26,254,6034,3
6036,221,4429,6035,2
6037,292,4261,6036,3
6038,303,4430,6037,2
6039,142,4282,6038,1
6040,217,2333,6039,3
6041,132,4431,6040,1
6042,127,2555,6041,1
6043,60,4281,6042,1
6044,6,499,6043,2
6045,143,4432,6044,2
6046,342,4433,6045,3
6047,191,4434,6046,2
6048,54,4435,6047,1
6049,268,3767,6048,3
6050,177,4436,6049,3
6051,191,4437,6050,2
6052,28,1531,6051,1
6053,74,2188,6052,2
6054,193,2376,6053,3
6055,84,3864,6054,3
6056,130,4438,6055,1
6057,59,4215,6056,1
6058,277,3856,6057,2
6059,107,2799,6058,3
6060,160,4439,6059,2
6061,196,4440,6060,3
6062,311,3278,6061,3
6063,309,4441,6062,1
6064,204,1831,6063,1
6065,216,4442,6064,2
6066,131,594,6065,3
6067,217,4443,6066,3
6068,118,4444,6067,2
6069,146,4445,6068,1
6070,349,4446,6069,2
6071,255,2013,6070,3
6072,256,3410,6071,2
6073,81,2148,6072,1
6074,231,4447,6073,1
6075,106,4448,6074,2
6076,341,4449,6075,2
6077,147,4450,6076,3
6078,355,4451,6077,1
6079,265,1629,6078,1
6080,246,3657,6079,3
6081,75,4452,6080,3
6082,166,1750,6081,1
6083,108,4453,6082,1
6084,8,4454,6083,3
6085,72,565,6084,1
6086,331,675,6085,1
6087,237,4455,6086,2
6088,23,4456,6087,3
6089,232,4457,6088,1
6090,280,1553,6089,2
6091,244,4458,6090,1
6092,91,2367,6091,2
6093,256,4459,6092,2
6094,95,4460,6093,3
6095,128,3462,6094,1
6096,38,4461,6095,2
6097,295,4462,6096,2
6098,317,2516,6097,2
6099,51,1100,6098,2
6100,306,4463,6099,1
6101,248,3241,6100,2
6102,12,4298,6101,1
6103,113,3465,6102,1
6104,293,249,6103,1
6105,360,820,6104,3
6106,80,4055,6105,1
6107,336,4464,6106,2
6108,278,1988,6107,2
6109,283,4465,6108,3
6110,142,4466,6109,1
6111,67,2866,6110,1
6112,297,1029,6111,2
6113,91,1939,6112,3
6114,8,1418,6113,1
6115,18,3353,6114,2
6116,282,1077,6115,3
6117,34,533,6116,3
6118,223,1500,6117,1
6119,253,4467,6118,2
6120,347,4468,6119,2
6121,175,694,6120,2
6122,192,2060,6121,3
6123,113,623,6122,3
6124,73,2388,6123,3
6125,210,4469,6124,2
6126,201,4470,6125,3
6127,247,2064,6126,2
6128,357,4471,6127,2
6129,331,4472,6128,2
6130,227,3915,6129,2
6131,342,4473,6130,2
6132,158,4474,6131,3
6133,84,1633,6132,2
6134,350,3269,6133,1
6135,39,1843,6134,2
6136,6,3985,6135,2
6137,115,1021,6136,2
6138,346,2250,6137,1
6139,216,4475,6138,2
6140,328,4476,6139,3
6141,25,4477,6140,2
6142,242,4478,6141,3
6143,173,817,6142,2
6144,362,4479,6143,3
6145,287,1699,6144,3
6146,7,4480,6145,3
6147,191,250,6146,1
6148,269,3346,6147,2
6149,168,1966,6148,2
6150,282,4481,6149,1
6151,96,4482,6150,1
6152,32,4483,6151,3
6153,271,1044,6152,1
6154,242,4484,6153,3
6155,71,4485,6154,2
6156,304,3938,6155,3
6157,60,2147,6156,1
6158,122,1911,6157,2
6159,138,3259,6158,3
6160,116,1852,6159,2
6161,29,4486,6160,2
6162,150,4487,6161,1
6163,267,4488,6162,2
6164,274,305,6163,2
6165,167,4489,6164,3
6166,227,4490,6165,1
6167,162,4491,6166,3
6168,125,1846,6167,2
6169,18,1560,6168,3
6170,350,1145,6169,2
6171,152,1165,6170,1
6172,323,4492,6171,3
6173,332,4493,6172,2
6174,35,2148,6173,2
6175,70,3840,6174,2
6176,314,3880,6175,2
6177,269,4494,6176,3
6178,183,4495,6177,3
6179,87,4496,6178,2
6180,326,4497,6179,2
6181,232,4498,6180,2
6182,211,3997,6181,3
6183,359,2295,6182,3
6184,283,4499,6183,3
6185,214,4500,6184,2
6186,210,4501,6185,1
6187,160,2466,6186,3
6188,314,4502,6187,1
6189,6,2310,6188,3
6190,55,4503,6189,3
6191,219,4504,6190,2
6192,126,2770,6191,2
6193,2,51,6192,3
6194,84,4505,6193,1
6195,341,2354,6194,3
6196,268,465,6195,1
6197,210,2742,6196,2
6198,147,2680,6197,2
6199,193,4506,6198,3
6200,68,2766,6199,2
6201,91,4507,6200,2
6202,12,547,6201,3
6203,128,4508,6202,1
6204,261,700,6203,1
6205,48,4229,6204,3
6206,262,4509,6205,2
6207,265,4510,6206,3
6208,177,4317,6207,1
6209,299,4511,6208,1
6210,216,4512,6209,2
6211,23,4513,6210,3
6212,162,3346,6211,1
6213,237,1004,6212,1
6214,334,4514,6213,3
6215,74,4515,6214,2
6216,13,1784,6215,3
6217,350,473,6216,3
6218,358,2927,6217,1
6219,77,4516,6218,3
6220,189,223,6219,1
6221,123,4517,6220,3
6222,234,4518,6221,2
6223,48,4519,6222,1
6224,236,4058,6223,1
6225,122,2743,6224,3
6226,79,4520,6225,3
6227,213,4521,6226,1
6228,122,4522,6227,3
6229,294,4523,6228,2
6230,214,4524,6229,3
6231,25,296,6230,2
6232,153,2896,6231,2
6233,14,4525,6232,1
6234,167,4526,6233,1
6235,152,4527,6234,3
6236,323,292,6235,1
6237,140,4528,6236,2
6238,254,964,6237,3
6239,285,4529,6238,1
6240,173,4530,6239,1
6241,89,4034,6240,1
6242,165,1507,6241,1
6243,265,3507,6242,2
6244,270,2863,6243,1
6245,311,4531,6244,3
6246,76,2497,6245,3
6247,143,2267,6246,2
6248,35,4532,6247,1
6249,243,4533,6248,3
6250,326,771,6249,1
6251,134,4534,6250,3
6252,308,4535,6251,1
6253,284,238,6252,3
6254,301,4536,6253,2
6255,232,3190,6254,3
6256,59,3850,6255,2
6257,184,4537,6256,1
6258,275,3502,6257,3
6259,318,4538,6258,1
6260,350,4539,6259,1
6261,8,4540,6260,2
6262,123,4541,6261,3
6263,226,2795,6262,1
6264,88,2701,6263,2
6265,292,4241,6264,1
6266,71,4542,6265,2
6267,128,4543,6266,3
6268,92,4544,6267,3
6269,86,4545,6268,1
6270,338,516,6269,3
6271,124,4546,6270,2
6272,225,3451,6271,3
6273,78,2619,6272,1
6274,88,306,6273,3
6275,244,363,6274,1
6276,327,574,6275,2
6277,163,2056,6276,3
6278,185,4547,6277,1
6279,254,4548,6278,1
6280,116,4549,6279,2
6281,211,3718,6280,3
6282,364,3177,6281,1
6283,66,4550,6282,1
6284,161,4551,6283,1
6285,338,4552,6284,3
6286,224,4553,6285,3
6287,139,2676,6286,3
6288,220,3038,6287,2
6289,82,4554,6288,1
6290,261,491,6289,1
6291,238,4555,6290,1
6292,8,4556,6291,3
6293,80,73,6292,2
6294,214,4558,6293,1
6295,241,2854,6294,3
6296,157,1813,6295,3
6297,257,595,6296,1
6298,226,4559,6297,3
6299,286,4560,6298,2
6300,138,1769,6299,1
6301,187,4561,6300,1
6302,157,4562,6301,3
6303,342,4563,6302,1
6304,72,4564,6303,2
6305,106,2592,6304,3
6306,237,4565,6305,1
6307,225,3126,6306,2
6308,334,4566,6307,2
6309,261,4567,6308,3
6310,19,545,6309,1
6311,159,1893,6310,1
6312,234,4568,6311,3
6313,144,4454,6312,2
6314,319,4569,6313,2
6315,254,4570,6314,1
6316,188,3515,6315,3
6317,148,4571,6316,2
6318,119,4572,6317,3
6319,1,3177,6318,1
6320,296,1304,6319,3
6321,363,4405,6320,1
6322,303,349,6321,1
6323,251,4573,6322,3
6324,173,810,6323,1
6325,292,4574,6324,2
6326,357,4575,6325,2
6327,310,4576,6326,1
6328,146,4577,6327,3
6329,302,4578,6328,2
6330,319,3572,6329,1
6331,232,1309,6330,3
6332,219,1345,6331,2
6333,38,2974,6332,3
6334,34,4579,6333,1
6335,166,4580,6334,1
6336,243,4581,6335,1
6337,250,4582,6336,3
6338,325,335,6337,3
6339,247,3537,6338,2
6340,322,4583,6339,3
6341,338,4584,6340,2
6342,238,4585,6341,3
6343,308,4586,6342,2
6344,78,4587,6343,1
6345,31,4588,6344,2
6346,101,2013,6345,3
6347,220,3720,6346,3
6348,316,255,6347,2
6349,306,3859,6348,3
6350,158,4589,6349,3
6351,284,4590,6350,3
6352,222,1761,6351,1
6353,313,1665,6352,1
6354,258,620,6353,1
6355,205,4591,6354,3
6356,261,4592,6355,2
6357,136,2889,6356,3
6358,148,3876,6357,2
6359,186,4162,6358,1
6360,27,3090,6359,2
6361,83,1977,6360,1
6362,72,4593,6361,2
6363,73,1719,6362,1
6364,71,3485,6363,2
6365,251,2879,6364,3
6366,338,4594,6365,1
6367,153,2431,6366,1
6368,309,4596,6367,3
6369,39,1323,6368,2
6370,300,405,6369,1
6371,321,242,6370,3
6372,171,4597,6371,2
6373,16,809,6372,1
6374,140,1277,6373,3
6375,35,4598,6374,2
6376,168,171,6375,2
6377,181,4318,6376,1
6378,262,958,6377,2
6379,200,1388,6378,1
6380,351,4599,6379,2
6381,326,4600,6380,2
6382,195,4601,6381,1
6383,238,4602,6382,2
6384,186,3575,6383,1
6385,2,4603,6384,2
6386,192,4451,6385,3
6387,163,4604,6386,1
6388,259,4605,6387,3
6389,312,4151,6388,1
6390,147,73,6389,1
6391,334,4607,6390,2
6392,223,4608,6391,2
6393,194,4609,6392,1
6394,20,4610,6393,2
6395,13,4611,6394,1
6396,286,1602,6395,1
6397,203,4612,6396,2
6398,115,2099,6397,1
6399,99,4613,6398,2
6400,206,1283,6399,1
6401,238,4614,6400,3
6402,188,73,6401,3
6403,41,4616,6402,2
6404,54,3203,6403,1
6405,190,4617,6404,1
6406,111,838,6405,3
6407,299,4618,6406,2
6408,24,4619,6407,3
6409,131,3288,6408,2
6410,51,4486,6409,2
6411,112,73,6410,2
6412,62,4620,6411,2
6413,308,4621,6412,1
6414,273,4622,6413,3
6415,277,4623,6414,3
6416,119,4624,6415,2
6417,1,536,6416,3
